REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00103691	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Saint-Guilhem-le-Désert	Languedoc-Roussillon	34	Saint-Guilhem-le-Désert	34261	Eglise Saint-Laurent (restes)		Propriété de la commune		Eglise Saint-Laurent (restes) : inscription par arrêté du 13 février 1926	1926/02/13 : inscrit MH		12e siècle	
PA00103690	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Saint-Guilhem-le-Désert	Languedoc-Roussillon	34	Saint-Guilhem-le-Désert	34261	Ancienne abbaye de Gellone		propriété de la commune ; propriété d'une personne privée ; propriété d'une association		L'église : classement par liste de 1840 - Le cloître : classement par liste de 1889 - Les vestiges de l'ancienne église Saint-Barthélémy avec l'aire de son cimetière (cad. AB 313, 314, 316) : inscription par arrêté du 28 avril 1986 - Les bâtiments subsistants et les vestiges des diverses constructions de l'ensemble monastique avec les sols correspondants : ancien réfectoire, bâtiment de la salle capitulaire, du dortoir, aire du cloître, restes de la tour dite des latrines et du moulin du Verdus, tunnel voûté sur le Verdus, aménagements, terrassements et sols (cad. AB 370, 374, 376 à 378, 475 à 477) : classement par arrêté du 2 novembre 1987	1840 : classé MH ; 1889 : classé MH ; 1986/04/28 : inscrit MH ; 1987/11/02 : classé MH		11e siècle ; 12e siècle ; 13e siècle ; 17e siècle ; 18e siècle	
PA00103689	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Saint-Gervais-sur-Mare	Languedoc-Roussillon	34	Saint-Gervais-sur-Mare	34260	Abbaye Saint-Pierre de Nayran (ruines de l'ancienne)		Propriété d'une personne privée		Abbaye Saint-Pierre de Nayran (ruines de l'ancienne) : inscription par arrêté du 25 février 1928	1928/02/25 : inscrit MH			
PA00103688	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Sainte-Croix-de-Quintillargues	Languedoc-Roussillon	34	Sainte-Croix-de-Quintillargues	34248	Eglise		Propriété de la commune		Eglise (cad. B 57) : inscription par arrêté du 30 mars 1978	1978/03/30 : inscrit MH		11e siècle ; 12e siècle ; 16e siècle	
PA00103687	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Saint-Aunès	Languedoc-Roussillon	34	Saint-Aunès	34240	Borne milliaire		Propriété de la commune		Borne milliaire, au nom de Tibère : classement par arrêté du 30 septembre 1911	1911/09/30 : classé MH		1er siècle	
PA00103686	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Saint-André-de-Buèges	Languedoc-Roussillon	34	Saint-André-de-Buèges	34238	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 21 décembre 1925	1925/12/21 : inscrit MH		12e siècle	
PA00103685	recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Roujan	Languedoc-Roussillon	34	Roujan	34237	Ancien prieuré dit " château " de Cassan	Bédarieux (route de)	propriété d'une société privée	affecté au ministère chargé de l'éducation nationale	Aile ouest dite Le Château et aile sud jusqu'au pigeonnier inclus, à l'exception des parties classées : inscription par arrêté du 13 janvier 1953 - Eglise : classement par arrêté du 14 janvier 1953 - Façades et toitures du prieuré Notre-Dame de Cassan (grand bâtiment dit Château avec ses ailes en retour encadrant la cour de l'ancien cloître, à l'exclusion des anciens bâtiments des hôtes et des communs en prolongement à l'est) , y compris les ferronneries, la cour de l'ancien cloître (limitée par le corps central, ses ailes en retour et par son mur de clôture à l'est) , sa grande galerie au rez-de-chaussée, le grand escalier avec sa rampe en ferronnerie, le grand salon aux boiseries (ancien réfectoire) , les terrasses avec leurs ferronneries, le jardin (parcelles 106 et 107) avec les constructions qu'il abrite, y compris le pavillon sud-ouest (parcelle 108) (cad. AH 106 à 108, 117, 118) : classement par arrêté du 26 janvier 1998	1953/01/13 : inscrit MH ; 1953/01/14 : classé MH ; 1998/01/26 : classé MH		1ère moitié 12e siècle ; 14e siècle ; 2e moitié 17e siècle ; milieu 18e siècle	
PA00103684	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Roujan	Languedoc-Roussillon	34	Roujan	34237	Eglise Saint-Laurent		Propriété de la commune		Eglise Saint-Laurent : inscription par arrêté du 14 avril 1954	1954/04/14 : inscrit MH		4e quart 13e siècle ; 14e siècle ; 18e siècle ; 19e siècle	
PA00103683	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Roujan	Languedoc-Roussillon	34	Roujan	34237	Chapelle Saint-Nazaire		Propriété d'une personne privée		Chapelle Saint-Nazaire (cad. AX 175) : classement par arrêté du 9 juillet 1981	1981/07/09 : classé MH		9e siècle ; 10e siècle ; 1er quart 12e siècle	
PA00103682	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Rouet	Languedoc-Roussillon	34	Rouet	34236	Dolmen de Lamalou		Propriété d'une personne privée		Dolmen de Lamalou (cad. A 112) : classement par arrêté du 19 août 1954	1954/08/19 : classé MH			
PA00103681	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Rouet	Languedoc-Roussillon	34	Rouet	34236	Château de la Roquette (restes)		Propriété d'une personne privée		Château de la Roquette (restes) : inscription par arrêté du 4 avril 1940	1940/04/04 : inscrit MH		Moyen Age	
PA00103680	recensement immeubles MH ; label XXe	Languedoc-Roussillon ; Hérault ; Quarante	Languedoc-Roussillon	34	Quarante	34226	Eolienne de Roueire		Propriété de la commune ; Propriété d'une société privée		Eolienne de Roueire, y compris ses dispositifs techniques (cad. B 360, 361) : inscription par arrêté du 29 avril 1987	1987/04/29 : inscrit MH	BOLLEE Auguste (maître de l'oeuvre)	4e quart 19e siècle ; 1er quart 20e siècle	
PA00103679	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Quarante	Languedoc-Roussillon	34	Quarante	34226	Eglise		Propriété de la commune		Eglise : classement par arrêté du 19 décembre 1907	1907/12/19 : classé MH		11e siècle ; 13e siècle ; 18e siècle	
PA00103678	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Puissalicon	Languedoc-Roussillon	34	Puissalicon	34224	Tour romane	Dans le cimetière	Propriété de la commune		Tour romane, dans le cimetière : classement par liste de 1862	1862 : classé MH			
PA00103677	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Puissalicon	Languedoc-Roussillon	34	Puissalicon	34224	Château		Propriété d'une personne privée		Façades et toitures (cad. B 309) : inscription par arrêté du 25 janvier 1988	1988/01/25 : inscrit MH		4e quart 13e siècle ; 16e siècle ; 1er quart 17e siècle	
PA00103676	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Puilacher	Languedoc-Roussillon	34	Puilacher	34222	Château		Propriété d'une personne privée		Façades, toitures et escalier en pierre avec sa cage voûtée (cad. A 189) : inscription par arrêté du 21 décembre 1984	1984/12/21 : inscrit MH		1er quart 17e siècle ; 18e siècle	
PA00103675	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Puéchabon	Languedoc-Roussillon	34	Puéchabon	34221	Eglise Saint-Sylvestre de Montcalmès		Propriété de la commune		Eglise Saint-Sylvestre de Montcalmès : classement par arrêté du 20 juillet 1918	1918/07/20 : classé MH			
PA00103674	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Le Puech	Languedoc-Roussillon	34	Puech (Le)	34220	Croix de carrefour		Propriété d'une personne privée		Croix de carrefour : inscription par arrêté du 6 juin 1933	1933/06/06 : inscrit MH		13e siècle	
PA00103673	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Prades-le-Lez	Languedoc-Roussillon	34	Prades-le-Lez	34217	Enceinte (ancienne)		Propriété de la commune ; Propriété d'une personne privée		Deux portes fortifiées : porte Nord et porte Sud (cad. NON CADASTRE ; DOMAINE PUBLIC ; C 97) : inscription par arrêté du 5 décembre 1984	1984/12/05 : inscrit MH		13e siècle ; 14e siècle	
PA00103672	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Poussan	Languedoc-Roussillon	34	Poussan	34213	Presbytère		Propriété de la commune		Presbytère : inscription par arrêté du 12 février 1951	1951/02/12 : inscrit MH		14e siècle	
PA00103671	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Poussan	Languedoc-Roussillon	34	Poussan	34213	Maison Vinas	Lazare-Carnot (rue)	Propriété d'une personne privée		Façade sur rue, à l'exception des deux balcons modernes, et le versant de toiture correspondant (cad. A 804) : inscription par arrêté du 28 juin 1963	1963/06/28 : inscrit MH		4e quart 14e siècle ; 15e siècle ; 16e siècle ; 17e siècle	
PA00103670	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Poussan	Languedoc-Roussillon	34	Poussan	34213	Château de la Garenne		propriété privée		Le châteaue, ses terrasses et le nymphée (cad. A 309 à 312, 319) : classement par arrêté du 23 avril 1965 - En totalité, les parcelles de terrain correspondant aux anciens jardins, y compris les aménagements souterrains et hydrauliques correspondants, notamment la galerie souterraine reliant les anciens jardin du sud et le terrain au nord du château situé route de Balrauc (cad. A 320, 1341 ; G 420) , ainsi que, en totalité, les sols et aménagements souterrains des parcelles A 1618 à 1620 (à l'exclusion des parties déjà classés) : inscription par arrêté du 22 août 2008	1965/04/23 : classé MH ; 2008/08/22 : inscrit MH		4e quart 17e siècle ; 1er quart 18e siècle	
PA00103669	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Le Pouget	Languedoc-Roussillon	34	Pouget (Le)	34210	Eglise paroissiale Sainte-Catherine d'Alexandrie		propriété de la commune		Eglise paroissiale Sainte-Catherine d'Alexandrie (cad. D 434) : inscription par arrêté du 29 avril 1987	1987/04/29 : inscrit MH		13e siècle ; 14e siècle ; 18e siècle ; 2e moitié 19e siècle	
PA00103668	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Le Pouget	Languedoc-Roussillon	34	Pouget (Le)	34210	Eglise Saint-Jacques		Propriété de la commune		Eglise Saint-Jacques : inscription par arrêté du 24 avril 1954	1954/04/24 : inscrit MH		12e siècle ; 14e siècle	
PA00103667	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Portiragnes	Languedoc-Roussillon	34	Portiragnes	34209	Eglise		Propriété de la commune		Eglise : classement par arrêté du 3 juin 1932	1932/06/03 : classé MH		14e siècle	
PA00103666	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pomérols	Languedoc-Roussillon	34	Pomérols	34207	Eglise		Propriété de la commune		Abside et absidioles : inscription par arrêté du 22 décembre 1952	1952/12/22 : inscrit MH		4e quart 13e siècle	
PA00103665	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Poilhes	Languedoc-Roussillon	34	Poilhes	34206	Domaine de Régismont		Propriété d'une personne privée		Domaine limité au Sud par le canal du Midi, au Nord par les communes de Capestang et de Nissan, à l'Est par la commune de Nissan, à l'Ouest par la section B du plan cadastral de Poilhes dite du Nord : classement par arrêté du 3 février 1937	1937/02/03 : classé MH			
PA00103664	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pignan	Languedoc-Roussillon	34	Pignan	34202	Abbaye de Vignogoul		Propriété d'une association		Abbaye de Vignogoul : classement par liste de 1862	1862 : classé MH		13e siècle ; 15e siècle	
PA00103663	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézènes-les-Mines	Languedoc-Roussillon	34	Pézènes-les-Mines	34200	Château		Propriété d'une personne privée		Façades et toitures, y compris le mur d'enceinte (cad. AB 20, 21) : inscription par arrêté du 9 juillet 1981	1981/07/09 : inscrit MH		14e siècle ; 16e siècle ; 17e siècle	
PA00103662	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Théâtre, ancienne église des Pénitents Noirs	Henri-Reboul (rue)	propriété de la commune		Théâtre (cad. BN 266) : classement par arrêté du 17 février 1995	1995/02/17 : classé MH		4e quart 16e siècle ; 2e moitié 19e siècle	
PA00103661	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Sacristie des Pénitents Blancs (ancienne)	Chevaliers-Saint-Jean (rue des) 2	Propriété d'une personne privée		Vestibule d'accès avec ses voûtes, façades sur cour et escalier à vis : classement par arrêté du 20 avril 1944	1944/04/20 : classé MH		15e siècle ; 16e siècle	
PA00103660	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Prison consulaire (ancienne)		Propriété d'une personne privée		Porte Renaissance dite Porte de la Juiverie : inscription par arrêté du 9 septembre 1933	1933/09/09 : inscrit MH		16e siècle	
PA00103659	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Porte Faugères		Propriété de la commune		Porte Faugères : inscription par arrêté du 7 octobre 1931	1931/10/07 : inscrit MH			
PA00103658	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Palais consulaire (ancien)		Propriété de la commune		Fontaine ; porte intérieure datée de 1552 : inscription par arrêté du 7 octobre 1931 ; Façades avec leurs ferronneries, toitures, beffroi et escalier intérieur en pierre : classement par arrêté du 14 mars 1944	1931/10/07 : inscrit MH ; 1944/03/14 : classé MH		16e siècle ; 4e quart 17e siècle ; 18e siècle	
PA00103657	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Maison	Foire (rue de la) 22	Propriété d'une personne privée		Dessus, encadrement en pierre et vantaux de la Porte des Musiciens : inscription par arrêté du 9 septembre 1933	1933/09/09 : inscrit MH		18e siècle	
PA00103656	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Maison	Foire (rue de la) 17	Propriété d'une personne privée		Porte sur rue ; façades sur la cour ; tourelle d'escalier (cad. F 149) : inscription par arrêté du 22 juillet 1963	1963/07/22 : inscrit MH		15e siècle	
PA00103655	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Maison des Pauvres	Alfred-Sabatier (rue) 8	Propriété d'une personne privée		Façades sur rue et sur première cour ; toitures correspondantes ; cage d'escalier y compris les ferronneries (cad. F 173) : inscription par arrêté du 12 février 1958	1958/02/12 : inscrit MH		3e quart 18e siècle	
PA00103654	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Maison des Commandeurs	Chevaliers-de-Saint-Jean (rue des)			Façade et porte en pierre avec heurtoir en fer forgé de la Renaissance : inscription par arrêté du 9 septembre 1933	1933/09/09 : inscrit MH		16e siècle ; 1er quart 17e siècle	
PA00103653	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Immeuble	Triperie-Vieille (rue)	Propriété d'une personne privée		Escalier à vis avec galerie du 16e siècle et vestibule voûté : inscription par arrêté du 9 septembre 1933	1933/09/09 : inscrit MH		4e quart 15e siècle ; 4e quart 16e siècle ; 1er quart 17e siècle	
PA00103652	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Immeuble	Commandants-Bessas (rue des) 3	Propriété d'une personne privée		Porte Renaissance : inscription par arrêté du 9 septembre 1933	1933/09/09 : inscrit MH		16e siècle	
PA00103651	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Immeuble	Alfred-Sabatier (rue) 12	Propriété d'une personne privée		Façades, toitures, vestibule et escalier intérieur (cad. F 110) : inscription par arrêté du 25 novembre 1957	1957/11/25 : inscrit MH		4e quart 15e siècle ; 1er quart 16e siècle	
PA00103650	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Immeuble	Alfred-Sabatier (rue)	Propriété de la commune		Niche Renaissance datée de 1511 : classement par arrêté du 28 avril 1936	1936/04/28 : classé MH		1er quart 16e siècle	
PA00103649	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Hôtel de Wicque	Foire (rue de la) 9	Propriété d'une personne privée		Façades sur rue et toitures ; les quatre façades sur cour et travée du 15e siècle formant le fond de la cour : inscription par arrêté du 11 juillet 1944	1944/07/11 : inscrit MH		15e siècle ; 16e siècle	
PA00103648	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Hôtel Saint-Germain	Michelet (rue) 3	Propriété d'une personne privée		Hôtel Saint-Germain : inscription par arrêté du 17 décembre 1934	1934/12/17 : inscrit MH		16e siècle ; 17e siècle	
PA00103647	Recensement immeubles MH	Languedoc-Roussillon ; Hérault ; Pézenas	Languedoc-Roussillon	34	Pézenas	34199	Hôtel de Nizas	Foire (rue de la) 16	Propriété d'une personne privée		Porte d'entrée sur rue ; façades et toitures sur cour ; escalier droit et tourelle de l'escalier à vis : classement par arrêté du 20 janvier 1944	1944/01/20 : classé MH		15e siècle ; 16e siècle	
